-81,1
-95,1
-81,1
-82,1
-95,1
-87,1
-89,1
-80,1
-80,1
-89,1
-88,1
-78,1
-77,1
-94,1
-78,1
-76,1
-88,1
-89,1
-92,1
-80,1
-88,1
-90,1
-99,1
-94,1
-79,1
-78,1
-88,1
-88,1
-80,1
-79,1
-87,1
-89,1
-78,1
-78,1
-90,1
-86,1
-76,1
-78,1
-89,1
-88,1
-99,1
-81,1
-88,1
-99,1
-98,1
-89,1
-88,1
-79,1
-74,1
-71,1
-90,1
-73,1
-72,1
-84,1
-82,1
-77,1
-79,1
-85,1
-87,1
-86,1
-100,1
-90,1
-83,1
-87,1
-82,1
-86,1
-88,1
-77,1
-85,1
-83,1
-80,1
-77,1
-77,1
-100,1
-78,1
-91,1
-94,1
-72,1
-72,1
-79,1
-77,1
-98,1
-71,1
-71,1
-80,1
-80,1
-94,1
-91,1
-72,1
-77,1
-100,1
-94,1
-75,1
-73,1
-80,1
-96,1
-99,1
-75,1
-77,1
-93,1
-74,1
-75,1
-78,1
-78,1
-74,1
-73,1
-78,1
-74,1
-71,1
-77,1
-79,1
-74,1
-71,1
-76,1
-73,1
-71,1
-76,1
-71,1
-71,1
-77,1
-80,1
-71,1
-72,1
-76,1
-75,1
-73,1
-80,1
-78,1
-71,1
-75,1
-76,1
-79,1
-71,1
-71,1
-79,1
-80,1
-72,1
-74,1
-80,1
-76,1
-92,1
-72,1
-77,1
-72,1
-73,1
-76,1
-80,1
-72,1
-76,1
-72,1
-74,1
-90,1
-91,1
-79,1
-72,1
-89,1
-87,1
-72,1
-72,1
-89,1
-86,1
-81,1
-84,1
-79,1
-79,1
-88,1
-89,1
-87,1
-74,1
-74,1
-83,1
-83,1
-87,1
-88,1
-76,1
-80,1
-89,1
-89,1
-78,1
-87,1
-84,1
-98,1
-97,1
-72,1
-74,1
-83,1
-83,1
-71,1
-74,1
-85,1
-81,1
-96,1
-76,1
-83,1
-83,1
-79,1
-79,1
-86,1
-88,1
-97,1
-87,1
-78,1
-79,1
-87,1
-89,1
-92,1
-78,1
-78,1
-86,1
-100,1
-98,1
-86,1
-79,1
-77,1
-81,1
-76,1
-80,1
-82,1
-81,1
-76,1
-82,1
-76,1
-80,1
-89,1
-82,1
-82,1
-89,1
-83,1
-84,1
-73,1
-75,1
-100,1
-77,1
-72,1
-89,1
-80,1
-80,1
-72,1
-73,1
-88,1
-86,1
-80,1
-74,1
-88,1
-86,1
-76,1
-79,1
-75,1
-72,1
-87,1
-77,1
-75,1
-72,1
-86,1
-83,1
-82,1
-85,1
-74,1
-72,1
-89,1
-94,1
-81,1
-71,1
-75,1
-92,1
-83,1
-79,1
-79,1
-82,1
-80,1
-83,1
-98,1
-78,1
-76,1
-85,1
-79,1
-82,1
-76,1
-99,1
-73,1
-73,1
-98,1
-73,1
-95,1
-93,1
-90,1
-87,1
-75,1
-79,1
-88,1
-90,1
-79,1
-79,1
-88,1
-88,1
-78,1
-76,1
-87,1
-86,1
-79,1
-80,1
-89,1
-80,1
-77,1
-89,1
-88,1
-77,1
-87,1
-86,1
-79,1
-79,1
-90,1
-88,1
-71,1
-100,1
-90,1
-90,1
-75,1
-98,1
-90,1
-73,1
-74,1
-89,1
-86,1
-87,1
-73,1
-74,1
-88,1
-88,1
-85,1
-86,1
-75,1
-86,1
-86,1
-90,1
-73,1
-71,1
-83,1
-86,1
-90,1
-75,1
-88,1
-88,1
-75,1
-74,1
-86,1
-89,1
-73,1
-75,1
-87,1
-89,1
-88,1
-72,1
-71,1
-88,1
-86,1
-82,1
-75,1
-90,1
-88,1
-80,1
-80,1
-81,1
-82,1
-86,1
-77,1
-78,1
-85,1
-87,1
-88,1
-77,1
-76,1
-85,1
-82,1
-82,1
-77,1
-76,1
-81,1
-83,1
-86,1
-87,1
-73,1
-85,1
-86,1
-81,1
-82,1
-72,1
-72,1
-96,1
-83,1
-85,1
-75,1
-74,1
-92,1
-97,1
-86,1
-83,1
-72,1
-71,1
-89,1
-88,1
-75,1
-73,1
-87,1
-86,1
-82,1
-88,1
-83,1
-83,1
-90,1
-75,1
-76,1
-86,1
-99,1
-72,1
-90,1
-87,1
-92,1
-79,1
-75,1
-86,1
-90,1
-71,1
-74,1
-86,1
-88,1
-88,1
-71,1
-73,1
-88,1
-85,1
-75,1
-71,1
-90,1
-87,1
-90,1
-89,1
-72,1
-75,1
-88,1
-88,1
-90,1
-74,1
-73,1
-81,1
-90,1
-89,1
-72,1
-84,1
-83,1
-90,1
-89,1
-71,1
-72,1
-83,1
-83,1
-99,1
-74,1
-82,1
-96,1
-97,1
-75,1
-82,1
-76,1
-72,1
-82,1
-83,1
-74,1
-71,1
-82,1
-85,1
-75,1
-75,1
-82,1
-82,1
-74,1
-78,1
-81,1
-74,1
-84,1
-75,1
-73,1
-81,1
-71,1
-75,1
-81,1
-75,1
-84,1
-83,1
-73,1
-83,1
-81,1
-71,1
-74,1
-83,1
-83,1
-91,1
-96,1
-74,1
-85,1
-84,1
-94,1
-91,1
-74,1
-73,1
-84,1
-85,1
-100,1
-75,1
-75,1
-84,1
-100,1
-73,1
-89,1
-87,1
-89,1
-72,1
-74,1
-77,1
-79,1
-69,1
-73,1
-81,1
-81,1
-85,1
-72,1
-74,1
-85,1
-85,1
-81,1
-77,1
-78,1
-76,1
-88,1
-88,1
-100,1
-90,1
-84,1
-82,1
-88,1
-81,1
-84,1
-84,1
-82,1
-88,1
-90,1
-82,1
-85,1
-87,1
-83,1
-82,1
-85,1
-88,1
-82,1
-84,1
-88,1
-87,1
-81,1
-85,1
-89,1
-81,1
-93,1
-81,1
-83,1
-88,1
-88,1
-84,1
-81,1
-87,1
-99,1
-93,1
-80,1
-87,1
-76,1
-78,1
-90,1
-86,1
-87,1
-87,1
-76,1
-79,1
-99,1
-77,1
-88,1
-90,1
-81,1
-83,1
-88,1
-97,1
-86,1
-87,1
-87,1
-88,1
-87,1
-89,1
-88,1
-87,1
-87,1
-89,1
-84,1
-84,1
-81,1
-81,1
-84,1
-81,1
-84,1
-77,1
-83,1
-81,1
-79,1
-76,1
-83,1
-83,1
-80,1
-78,1
-84,1
-83,1
-81,1
-82,1
-94,1
-84,1
-84,1
-82,1
-84,1
-82,1
-82,1
-83,1
-87,1
-81,1
-82,1
-85,1
-88,1
-88,1
-83,1
-86,1
-87,1
-89,1
-88,1
-85,1
-87,1
-81,1
-82,1
-82,1
-89,1
-85,1
-85,1
-85,1
-81,1
-85,1
-85,1
-85,1
-80,1
-77,1
-76,1
-79,1
-77,1
-79,1
-77,1
-80,1
-85,1
-98,1
-76,1
-78,1
-78,1
-78,1
-77,1
-78,1
-78,1
-78,1
-77,1
-80,1
-76,1
-76,1
-79,1
-80,1
-76,1
-99,1
-78,1
-77,1
-78,1
-76,1
-92,1
-78,1
-78,1
-78,1
-100,1
-94,1
-81,1
-85,1
-80,1
-79,1
-98,1
-82,1
-81,1
-79,1
-76,1
-84,1
-77,1
-78,1
-85,1
-82,1
-82,1
-83,1
-85,1
-82,1
-81,1
-85,1
-85,1
-84,1
-85,1
-82,1
-81,1
-84,1
-81,1
-99,1
-94,1
-81,1
-85,1
-80,1
-77,1
-78,1
-85,1
-84,1
-80,1
-80,1
-76,1
-79,1
-79,1
-93,1
-91,1
-76,1
-79,1
-78,1
-100,1
-76,1
-78,1
-77,1
-78,1
-86,1
-76,1
-76,1
-78,1
-77,1
-86,1
-79,1
-77,1
-79,1
-76,1
-86,1
-78,1
-78,1
-83,1
-77,1
-86,1
-90,1
-80,1
-77,1
-79,1
-88,1
-84,1
-84,1
-84,1
-87,1
-86,1
-85,1
-85,1
-84,1
-94,1
-84,1
-85,1
-79,1
-78,1
-97,1
-81,1
-85,1
-84,1
-83,1
-81,1
-85,1
-79,1
-93,1
-85,1
-81,1
-85,1
-83,1
